IncidentID,StartTime (EST),EndTime (EST),RoadName,Suffix,Direction,CrossStreetName,CrossStreetSuffix,CrossStCommonName,MM From,MM To,County,City,Division,Latitude,Longitude,StartLatitude,StartLongitude,EndLatitude,EndLongitude,SubmittedBy,ContactName,ContactPhone,ConstructionDate,ContractNumber,Expected Impact to Traffic,Condition,ConditionName,CommonName,Incident Type,Event,EventName,LanesClosed,LanesTotal,Fatality,Structure Affected,Unusual Event in WorkZone,Commercial Vehicle,Hazardous Materials,Overturned Commercial Vehicle,Reason,DOTNotes,Detour,CreatedOn (EST),LastUpdated (EST),Project,WeightLimit,Width,HeightFt,HeightIn
504324,4/16/2017 8:46:00 PM,4/16/2017 9:13:17 PM,I-85,,Heading North,NC-73,,NC-73,55.0,-999.0,Cabarrus,Near Kannapolis,10,35.4371283573213,-80.6529020765454,,,,,kebradshaw,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 55 (NC-73/Davidson Highway) .,SHP Troop E radio traffic and Google Maps confirmed.,,4/16/2017 8:48:51 PM,4/16/2017 9:13:17 PM,,,,,
504323,4/16/2017 8:15:00 PM,4/16/2017 9:47:59 PM,I-40,,Heading East,,,,203.0,-999.0,Forsyth,Near Winston-Salem,9,36.0843422928784,-80.0696015913808,,,,,odhaynes,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The lane has reopened near Exit 203 (NC-66).&nbsp;,Google Maps,,4/16/2017 8:17:54 PM,4/16/2017 9:47:59 PM,,,,,
504321,4/16/2017 7:09:00 PM,4/16/2017 7:42:54 PM,NC-147,,Heading South,,,,5.0,-999.0,Durham,In Durham,5,35.9056520388606,-78.8711096130588,,,,,emflores,STOC,(877) 627-7862,,,High,1,Lanes Closed,NC-147,Vehicle Crash,1,None,2,3,False,False,False,False,False,False,The left two lanes reopened at Exit 5 (I-40 East).,cctv,,4/16/2017 7:12:31 PM,4/16/2017 7:42:54 PM,,,,,
504320,4/16/2017 6:39:00 PM,4/16/2017 8:22:59 PM,I-40,,Heading West,,,,145.0,-999.0,Alamance,In Burlington,7,36.0634230622406,-79.4271959180049,,,,,odhaynes ,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,2,5,False,False,False,False,False,False,The left lanes have reopened near Exit 145 (Maple Avenue).&nbsp;,Natasha Tinsley,,4/16/2017 6:44:51 PM,4/16/2017 8:22:59 PM,,,,,
504319,4/16/2017 5:59:00 PM,4/16/2017 6:54:00 PM,I-40,,Heading East,US-276,,US-276,20.0,-999.0,Haywood,Near Clyde,14,35.6022534190546,-83.006627406529,,,,,kebradshaw,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Exit 20 (US-276).,IMAP and SHP confirmed.,,4/16/2017 6:03:03 PM,4/16/2017 7:07:03 PM,,,,,
504318,4/16/2017 5:46:00 PM,4/16/2017 6:46:58 PM,NC-109,,Both Directions,,,,-999.0,-999.0,Davidson,In Lexington,9,35.7325487972602,-80.0979263508879,,,,,odhaynes,STOC,(877) 627-7862,,,High,5,Road Closed,NC-109,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near E Old US Highway 64.&nbsp;,SHP,,4/16/2017 5:52:52 PM,4/16/2017 6:46:58 PM,,,,,
504317,4/16/2017 5:27:00 PM,4/16/2017 8:24:35 PM,I-85,,Heading South,,,,135.0,-999.0,Guilford,In Whitsett,7,36.0580537004005,-79.6377710817205,,,,,odhaynes ,STOC ,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,The left lane has reopened near Exit 135 (Rock Creek Dairy Road).&nbsp;,Google Maps,,4/16/2017 5:30:37 PM,4/16/2017 8:24:35 PM,,,,,
504314,4/16/2017 5:13:00 PM,4/16/2017 7:01:10 PM,I-85,,Heading North,SR-1430,,SR-1430,54.0,-999.0,Cabarrus,Near Kannapolis,10,35.4187611200534,-80.6726148789462,,,,,kebradshaw,STOC,(877) 627-7862,,,High,5,Road Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The north lanes are open near Exit 54 (Kannapolis Parkway).,SHP Troop E and Google Maps confirmed.,,4/16/2017 5:17:09 PM,4/16/2017 7:01:10 PM,,,,,
504313,4/16/2017 4:57:00 PM,4/16/2017 6:05:09 PM,I-40,,Heading East,,,,163.0,-999.0,Orange,In Hillsborough,7,36.0595727331532,-79.1314481128294,,,,,odhaynes,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The median has reopened near Exit 163 (I-85).&nbsp;,CCTV,,4/16/2017 5:00:49 PM,4/16/2017 6:05:09 PM,,,,,
504310,4/16/2017 4:13:00 PM,4/16/2017 4:23:13 PM,I-40,,Heading East,,,,289.0,-999.0,Wake,In Raleigh,5,35.8221224149333,-78.7468257710038,,,,,emflores,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,5,False,False,False,False,False,False,The right lane reopened near Exit 289 (Wade Ave).,cctv  -292,,4/16/2017 4:15:17 PM,4/16/2017 4:23:13 PM,,,,,
504309,4/16/2017 3:40:00 PM,4/16/2017 5:35:39 PM,I-85,,Heading South,NC-3,,NC-3,60.0,-999.0,Cabarrus,Near Kannapolis,10,35.4451649093998,-80.6125656819164,,,,,kebradshaw,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The lane has reopened near Exit 60 (Dale Earnhardt Boulevard).,SHP Troop E radio traffic and Google Maps confirmed.,,4/16/2017 3:42:47 PM,4/16/2017 5:35:39 PM,,,,,
504308,4/16/2017 3:07:00 PM,4/16/2017 5:37:08 PM,NC-53,,Both Directions,SR-1522,,SR-1522,-999.0,-999.0,Pender,Burgaw,3,34.6193613661425,-77.804829364418,,,,,kebradshaw,STOC,(877) 627-7862,,,High,5,Road Closed,,Vehicle Crash,1,None,0,0,True,False,False,False,False,False,The road has reopened near Shaw Highway.,SHP Troop B and Google Maps confirmed,,4/16/2017 3:13:26 PM,4/16/2017 5:37:08 PM,,,,,
504306,4/16/2017 2:45:00 PM,4/16/2017 4:20:43 PM,I-95,,Heading North,NC-481,,NC-481,154.0,-999.0,Halifax,Near Enfield,4,36.1836672848879,-77.7646030919649,,,,,kebradshaw,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 154 (NC-481).,SHP and Google maps confirmed.,,4/16/2017 2:47:39 PM,4/16/2017 4:20:43 PM,,,,,
504304,4/16/2017 1:34:00 PM,4/16/2017 2:03:51 PM,I-95,,Heading North,,,,19.0,-999.0,Robeson,Near Lumberton,6,34.6342732723154,-79.0252018719673,,,,,NASPARKS,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,All lanes have reopened near Exit 19 (Carthage Road).,lumberton pd. nas.,,4/16/2017 1:36:20 PM,4/16/2017 2:03:51 PM,,,,,
504302,4/16/2017 11:13:00 AM,4/16/2017 12:15:24 PM,I-85,,Heading South,,,,157.0,-999.0,Orange,In Hillsborough,7,36.079142051409,-79.2200066130936,,,,,mzakdogan,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,True,False,False,The shoulder near Buckhorn Road (Exit 157) has cleared.&nbsp;,SHP.CCTV 1100,,4/16/2017 11:15:57 AM,4/16/2017 12:15:24 PM,,,,,
504301,4/16/2017 9:46:00 AM,4/16/2017 11:17:00 AM,I-85,,Heading South,I-73,,I-73,122.0,-999.0,Guilford,Near Greensboro,7,36.0023002836561,-79.8211639422678,,,,,mzakdogan,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The shoulder near I-73 (Exit 122) has cleared.&nbsp;,CCTV/SHP CAD,,4/16/2017 9:51:43 AM,4/16/2017 11:29:29 AM,,,,,
504300,4/16/2017 4:37:00 AM,4/16/2017 5:38:07 AM,US-70,,Heading East,SR-1234,,Capps Bridge Rd,0.0,0.0,Wayne,Near Goldsboro,4,35.4431997542474,-78.1032195326774,,,,,klsmith8,STOC,(877) 627-7862,,,High,10,Lane Closed,US-70,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The lane has reopened near Ebenezer Church Road.,Maps - 260,,4/16/2017 4:43:20 AM,5/31/2018 4:34:23 PM,,,,,
504299,4/16/2017 1:03:00 AM,4/16/2017 2:30:55 AM,US-29,BUS,Heading North,,,,-999.0,-999.0,Rockingham,Near Reidsville,7,36.4052026987645,-79.620351990883,,,,,risibisan,STOC,(877) 627-7862,,,High,5,Road Closed,US-29 Business,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Oregon Hill Road.&nbsp;,Troop D confirmed.,,4/16/2017 1:06:36 AM,4/16/2017 2:30:55 AM,,,,,
504298,4/16/2017 12:50:00 AM,4/16/2017 1:54:23 AM,I-440,,Heading West,SR-1012,,SR-1012,2.0,-999.0,Wake,In Raleigh,5,35.780085,-78.704556,,,,,ssgriffin1,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,2,3,False,False,False,False,False,False,The two right lanes have reopened near Exit 2 (Western Blvd).&nbsp;,Wrong Way driver per viper -- 256 Confirmed CCTV 1082 and 1083,,4/16/2017 12:53:06 AM,4/16/2017 1:54:23 AM,I-440 Improvement,,,,
504297,4/15/2017 11:10:00 PM,4/16/2017 12:44:28 AM,NC-119,,Both Directions,,,,-999.0,-999.0,Caswell,Near Yanceyville,7,36.3228499785639,-79.2471747414286,,,,,risibisan,STOC,(877) 627-7862,,,High,5,Road Closed,NC-119,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Rabbit Pen Road.&nbsp;,Per SHP - 291,,4/15/2017 11:13:21 PM,4/16/2017 12:44:28 AM,,,,,
504296,4/15/2017 10:12:00 PM,4/15/2017 11:26:17 PM,I-95,,Heading North,US-301,,US-301,36.0,-999.0,Robeson,Near St. Pauls,6,34.8512909932265,-78.9678668326669,,,,,risibisan,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened 3 miles North of Exit 33 (US-301),"Per MAPS and SHP FEED, troop B confirmed - 291",,4/15/2017 10:15:46 PM,4/15/2017 11:26:17 PM,,,,,
504295,4/15/2017 9:55:00 PM,4/15/2017 11:16:18 PM,US-401,,Heading North,SR-1375,,SR-1375,-999.0,-999.0,Wake,In Raleigh,5,35.7017174492332,-78.668989191313,,,,,jrgordon,STOC,(877) 627-7862,,,High,1,Lanes Closed,Fayetteville Rd,Vehicle Crash,1,None,2,2,False,False,False,False,False,False,All northbound lanes reopened near Simpkins Rd.,,Follow local law enforcement.,4/15/2017 9:58:52 PM,4/15/2017 11:16:18 PM,,,,,
504294,4/15/2017 9:39:00 PM,4/16/2017 8:58:59 PM,US-70,BUS,Heading West,US-15,,US-15,-999.0,-999.0,Durham,In Durham,5,36.020390361623,-78.9485979991411,,,,,cbyoumans,STOC,(877) 627-7862,,,High,3,Ramp Closed,Hillsborough Road,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The ramp to US-15/501 North reopened.,,,4/15/2017 9:45:50 PM,4/16/2017 8:58:59 PM,,,,,
504293,4/15/2017 6:54:00 PM,4/15/2017 6:57:58 PM,I-40,,Heading East,,,,221.0,-999.0,Guilford,Near Greensboro,7,36.036043922205,-79.7909910207246,,,,,nasparks,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The right lane has reopened near Exit 221 (S Elm Eugene Street).,,,4/15/2017 6:56:13 PM,4/15/2017 6:57:58 PM,,,,,
504292,4/15/2017 5:42:00 PM,4/15/2017 6:59:36 PM,I-85,BUS,Heading East,,,,221.0,-999.0,Guilford,In Greensboro,7,36.0356728894766,-79.7918898564835,,,,,jrgordon,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,All lanes are now open.,CCTV,,4/15/2017 5:47:08 PM,4/15/2017 6:59:36 PM,,,,,
504290,4/15/2017 3:26:00 PM,4/15/2017 5:16:43 PM,I-40,,Heading West,,,,282.0,-999.0,Durham,In Durham,5,35.8821110451258,-78.8394482582408,,,,,odhaynes,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,3,5,False,False,False,False,False,False,The right lanes have reopened near Exit 282 (Page Road).&nbsp;,CCTV,,4/15/2017 3:29:26 PM,4/15/2017 5:16:43 PM,,,,,
504284,4/15/2017 12:26:00 PM,4/15/2017 12:56:40 PM,US-64,,Heading East,,,,461.0,-999.0,Nash,Near Nashville,4,35.9733019197844,-77.9376285851757,,,,,dmkirby,STOC,(877) 627-7862,,,High,5,Road Closed,US64,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Exit 461 (Red Oak Road).,SHP 283,,4/15/2017 12:29:22 PM,4/15/2017 12:56:40 PM,,,,,
504283,4/15/2017 11:35:00 AM,4/15/2017 12:31:56 PM,US-1,,Heading South,,,,-999.0,-999.0,Wake,Near Raleigh,5,35.8937376202925,-78.5594063771367,,,,,dmkirby,STOC,(877) 627-7862,,,High,10,Lane Closed,US-1,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The left lane has reopened near Durant Road.,CCTV 3014 283,,4/15/2017 11:37:44 AM,4/15/2017 12:31:56 PM,,,,,
504282,4/15/2017 10:17:00 AM,4/15/2017 11:22:14 AM,US-64,,Heading West,,,,-999.0,-999.0,Randolph,In Asheboro,8,35.7526208976451,-80.033268565497,,,,,sgroberts1,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,All lanes have reopened at Misty Drive.,SHP. NAS.,,4/15/2017 10:20:30 AM,4/15/2017 11:22:14 AM,,,,,
504281,4/15/2017 10:13:00 AM,4/15/2017 11:22:59 AM,US-23,,Heading West,US-23,,US-23,87.0,-999.0,Jackson,Near Sylva,14,35.394217,-83.168085,,,,,sgroberts1,STOC,(877) 627-7862,,,High,10,Lane Closed,US-23/US-74 Great Smoky Mountain Expy,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane has reopened 2 miles east of Exit 85 (US-23 Business).,"cadfeed, vehicle fire",,4/15/2017 10:18:11 AM,4/15/2017 11:22:59 AM,,,,,
504280,4/15/2017 9:44:00 AM,4/15/2017 11:04:02 AM,I-40,,Heading West,,,,259.0,-999.0,Orange,Near Hillsborough,7,36.0585646418817,-79.1252669390277,,,,,dmkirby,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened on the ramp from I-40 West to I-85 South.,CCTV 1102 283,,4/15/2017 9:49:56 AM,4/15/2017 11:04:02 AM,,,,,
504279,4/15/2017 4:05:00 AM,4/15/2017 5:09:22 AM,I-40,,Heading West,NC-209,,NC-209,24.0,-999.0,Haywood,Near Waynesville,14,35.5688747907776,-82.9553022108662,,,,,ssgriffin1,STOC,(877) 627-7862,,,Medium,12,Lane Narrowed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The off ramp lane has reopened near Exit 24 (Crabtree Road).,"Maps-260
IMAP P-421 Confirmed -- 256",,4/15/2017 4:10:47 AM,4/15/2017 5:09:22 AM,,,,,
504277,4/15/2017 3:17:00 AM,4/15/2017 4:44:09 AM,I-85,,Heading North,NC-24,,NC-24,45.0,-999.0,Mecklenburg,In Charlotte,10,35.3108,-80.75788,,,,,ssgriffin1,STOC,(877) 627-7862,,,High,3,Ramp Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The off ramp to Exit 45-A (W.T. Harris Blvd) has reopened.&nbsp;,SHP and Map Confirmed -- 256,,4/15/2017 3:19:23 AM,4/15/2017 4:44:09 AM,,,,,
504275,4/15/2017 1:27:00 AM,4/15/2017 2:47:18 AM,I-40,,Heading West,I-440,,,301.0,-999.0,Wake,Near Garner,5,35.7532887244831,-78.5947926051822,,,,,ssgriffin1,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 301 (I-440).&nbsp;,Radio Traffic CCTV 1037 1097 1038 265,,4/15/2017 1:30:31 AM,4/15/2017 2:47:18 AM,I-5111 I-40 Widening,,,,
504274,4/14/2017 9:33:00 PM,4/14/2017 10:55:47 PM,SR-1920,,Both Directions,,,,-999.0,-999.0,Alamance,Near Alamance,7,36.1196488560261,-79.2865851763125,,,,,swkohl,STOC,(877) 627-7862,,,Low,5,Road Closed,Cooks Mill Rd,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road reopened near White Level Road.,shp-swk-267,,4/14/2017 9:39:13 PM,4/14/2017 10:55:47 PM,,,,,
504273,4/14/2017 8:57:00 PM,4/14/2017 9:23:03 PM,US-401,,Heading North,,,,-999.0,-999.0,Wake,In Raleigh,5,35.8452070236366,-78.5682116222706,,,,,odhaynes,STOC,(877) 627-7862,,,High,1,Lanes Closed,US-401,Vehicle Crash,1,None,2,3,False,False,False,False,False,False,The right lanes have reopened at Valley Stream Drive.&nbsp;,,,4/14/2017 9:03:37 PM,4/14/2017 9:23:03 PM,,,,,
504271,4/14/2017 6:56:00 PM,4/14/2017 9:17:07 PM,I-40,,Heading East,,,,207.0,-999.0,Guilford,In Greensboro,7,36.0955739028269,-80.0069588490052,,,,,swkohl,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened east of Exit 206 (US-421).,cctv-swk-267,,4/14/2017 6:58:02 PM,4/14/2017 9:17:07 PM,,,,,
504270,4/14/2017 5:12:00 PM,4/14/2017 6:44:47 PM,I-40,,Heading East,,,,208.0,-999.0,Guilford,In Greensboro,7,36.092143236463,-79.9962176006007,,,,,swkohl,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 208 (Sandy Ridge Road).,shp-swk-267,,4/14/2017 5:15:18 PM,4/14/2017 6:44:47 PM,,,,,
504269,4/14/2017 4:50:00 PM,4/14/2017 5:29:58 PM,I-85,,Heading South,US-70,,US-70,170.0,-999.0,Orange,Near Carrboro,7,36.0572513440965,-79.0763945420037,,,,,swkohl,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened South of Exit 170 (US-70),shp-swk-267,,4/14/2017 4:53:21 PM,4/14/2017 5:29:58 PM,,,,,
504267,4/14/2017 4:25:00 PM,4/14/2017 4:32:05 PM,NC-50,,Heading North,,,,-999.0,-999.0,Wake,In Raleigh,5,35.9047773326424,-78.6812791482924,,,,,odhaynes,STOC,(877) 627-7862,,,High,5,Road Closed,NC-50,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road is closed near I-540,CCTV,Follow directions of local law enforcement.,4/14/2017 4:31:20 PM,4/14/2017 4:32:05 PM,,,,,
504266,4/14/2017 4:22:00 PM,4/14/2017 6:06:33 PM,NC-50,,Heading North,,,,-999.0,-999.0,Wake,Near Raleigh,5,35.9063877173511,-78.6814716637731,,,,,jrgordon,stoc,(877) 627-7862,,,High,1,Lanes Closed,Creedmoor Rd,Vehicle Crash,1,None,2,2,False,False,False,False,False,False,All lanes have reopened near Southhampton Dr.,CCTV,,4/14/2017 4:24:17 PM,4/14/2017 6:06:33 PM,,,,,
504265,4/14/2017 4:14:00 PM,4/14/2017 5:26:41 PM,US-17,,Heading South,SR-1400,,SR-1400,-999.0,-999.0,New Hanover,Near Wilmington,3,34.309669,-77.778704,,,,,Hlsimmons,STOC,(877) 627-7862,,,High,10,Lane Closed,Market Street,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,All traffic has returned to normal.,,,4/14/2017 4:18:49 PM,4/14/2017 5:26:41 PM,,,,,
504264,4/14/2017 3:57:00 PM,4/14/2017 5:48:49 PM,SR-1005,,Both Directions,,,,-999.0,-999.0,Catawba,In Newton,12,35.675407,-81.273664,,,,,Hlsimmons,STOC,(877) 627-7862,,,Medium,7,Road Closed with Detour,Startown Rd,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopend&nbsp;,,Follow directions of Local Law Enforcement.,4/14/2017 4:00:38 PM,4/14/2017 5:48:49 PM,,,,,
504263,4/14/2017 3:38:00 PM,4/14/2017 4:42:40 PM,SR-2950,,Both Directions,US-70,,US-70,-999.0,-999.0,Guilford,In Greensboro,7,36.0866068914908,-79.6801828001616,,,,,swkohl,STOC,(877) 627-7862,,,High,5,Road Closed,Mcleansville Rd,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near US-70.,SHP  -292,,4/14/2017 3:40:44 PM,4/14/2017 4:42:40 PM,,,,,
504262,4/14/2017 3:32:00 PM,4/14/2017 3:43:23 PM,I-40,,Heading West,,,,221.0,-999.0,Guilford,In Greensboro,7,36.0351783356002,-79.7948004523656,,,,,emflores,stoc,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The left lane reopened near Exit 221 (S Elm Eugene St).,cctv / gmaps  -292,,4/14/2017 3:37:57 PM,4/14/2017 3:43:23 PM,,,,,
504260,4/14/2017 3:27:00 PM,4/14/2017 3:44:24 PM,I-40,,Heading East,,,,300.0,-999.0,Wake,In Raleigh,5,35.7541832216609,-78.6214989743392,,,,,klsmith8,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The center lane has reopened near Exit 299 (Hammond Road).,CCTV 1036--KLS,,4/14/2017 3:29:18 PM,4/14/2017 3:44:24 PM,,,,,
504259,4/14/2017 3:19:00 PM,4/14/2017 7:34:23 PM,NC-11,,Both Directions,SR-1111,,SR-1111,-999.0,-999.0,Hertford,Near Ahoskie,1,36.257771,-77.077621,,,,,Hlsimmons,STOC,(877) 627-7862,,,High,5,Road Closed,NC 11,Vehicle Crash,1,None,0,0,True,False,False,True,False,False,The road has reopened near Hollowell Rd.,,Follow the directions of law enforcement on scene.,4/14/2017 3:23:43 PM,4/14/2017 7:34:23 PM,,,,,
504258,4/14/2017 2:57:00 PM,4/14/2017 4:51:30 PM,I-85,,Heading South,I-85,,I-85,29.0,-999.0,Mecklenburg,Near Charlotte,10,35.25215,-80.976365,,,,,stminnick,STOC,(877) 627-7862,,,High,5,Road Closed,,Vehicle Crash,1,None,0,0,False,False,False,True,False,False,The road has reopened near 30 (I-485).,911,Follow the directions of local law enforcement.,4/14/2017 3:01:26 PM,4/14/2017 4:51:30 PM,,,,,
504256,4/14/2017 2:21:00 PM,4/14/2017 2:50:20 PM,I-85,,Heading South,,,,217.0,-999.0,Vance,Near Middleburg,5,36.3619169869785,-78.3743516426466,,,,,klsmith8,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,False,False,True,False,False,False,The road has reopened near Exit 217 (Satterwhite Point Road).,SHP CAD Feed--KLS,"Motorists must take the following detour: From I-85 South take Exit 220 to US-1 South, follow US-1 South to US-158 West, take US-158 West and follow to re-access I-85 South.",4/14/2017 2:23:18 PM,4/14/2017 2:50:20 PM,,,,,
504254,4/14/2017 1:26:00 PM,4/14/2017 1:36:13 PM,NC-42,,Heading West,,,,-999.0,-999.0,Johnston,Near Clayton,4,35.608078467477,-78.5623187152748,,,,,dmkirby,STOC,(877) 627-7862,,,High,5,Road Closed,NC42,Vehicle Crash,1,None,0,0,False,False,False,True,False,False,The road has reopened near I-40.,CCTV 1042 283,,4/14/2017 1:29:40 PM,4/14/2017 1:36:13 PM,I-5111 I-40 Widening,,,,
504237,4/14/2017 11:54:00 AM,4/14/2017 1:54:00 PM,I-40,,Heading West,,,Cary Towne Boulevard,291.0,-999.0,Wake,In Raleigh,5,35.7812184630348,-78.7486463635437,,,,,pjherzog,stoc,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,True,False,False,"The shoulder is closed near Cary Towne Boulevard, Exit 291.",CCTV 1029  Work van rear ended by wrecker hauling backhoe,,4/14/2017 11:58:15 AM,4/14/2017 11:58:15 AM,,,,,
504236,4/14/2017 11:39:00 AM,4/14/2017 11:52:09 AM,US-52,,Heading North,SR-4326,,SR-4326,108.0,-999.0,Forsyth,In Winston-Salem,9,36.0883161985811,-80.2289485324771,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,US-52 North,Disabled Vehicle,1,None,1,2,False,False,True,False,False,False,The right lane has reopened near Exit 108 (Rams Drive).,Google/Here Maps - CCTV Input 17 Confirmed - 293,,4/14/2017 11:42:47 AM,4/14/2017 11:52:09 AM,,,,,
504235,4/14/2017 11:38:00 AM,4/14/2017 1:48:02 PM,I-95,,Heading North,,,,132.0,-999.0,Nash,Near Rocky Mount,4,35.9063829074375,-77.9240879573822,,,,,krlinn,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane has reopend near Exit 132 (Sandy Cross Road).,"SHP, NAS.",Motorists can take Exit 119-B (US-64 West). Continue on US-64 West then take Exit 20 (US-64 East). Continue on US-64 East to re-access I-95 North.,4/14/2017 11:42:47 AM,4/14/2017 1:48:02 PM,,,,,
504234,4/14/2017 11:23:00 AM,4/14/2017 1:24:34 PM,I-95,,Heading South,,,,132.0,-999.0,Nash,Near Rocky Mount,4,35.9044829129557,-77.9255894927735,,,,,nasparks,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 132 (Sandy Cross Road).,"SHP, NAS.",Motorists can take Exit 138 (US-64 West). Continue on US-64 West then take Exit 436 (US-264 East). Continue on US-264 East to re-access I-95 South.,4/14/2017 11:29:52 AM,4/14/2017 1:24:34 PM,,,,,
504233,4/14/2017 11:20:00 AM,4/14/2017 12:41:58 PM,I-40,,Heading East,,,,306.0,-999.0,Wake,Near Raleigh,5,35.6918979222968,-78.573448979514,,,,,dmkirby,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The median has reopened near Exit 306 (US-70 Business).,CCTV 1039 283,,4/14/2017 11:23:17 AM,4/14/2017 12:41:58 PM,I-5111 I-40 Widening,,,,
504231,4/14/2017 10:48:00 AM,4/14/2017 12:53:14 PM,I-85,,Heading North,,,,217.0,-999.0,Vance,Near Henderson,5,36.364839681992,-78.3693831905464,,,,,dmkirby,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,True,False,False,False,The shoulder has reopened near Exit 217 (Satterwhite Point Road).,Radio Traffic 283,,4/14/2017 10:54:38 AM,4/14/2017 12:53:14 PM,,,,,
504230,4/14/2017 10:37:00 AM,4/14/2017 1:51:43 PM,SR-1207,,Both Directions,,,,-999.0,-999.0,Pitt,Near Greenville,2,35.5525543917149,-77.4851095632279,,,,,nasparks,STOC,(877) 627-7862,,,Medium,5,Road Closed,Nash Joyner Rd,Vehicle Crash,1,None,0,0,False,False,False,True,True,False,The road has reopened near US-13.,SHP. NAS.,Follow the direction of local law enforcement.,4/14/2017 10:41:11 AM,4/14/2017 1:51:43 PM,,,,,
